"","citycode","countrycode","cityname","countryname","nrecord","pm10","pm25","o3","no2","so2","co","startyear","endyear","nopollutiondata","o38h","co8h"
"864","snsb.spa9014","spa9014","San Sebastian","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"865","sntn.spa9014","spa9014","Santander","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"866","sori.spa9014","spa9014","Soria","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"867","svll.spa9014","spa9014","Sevilla","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"868","terl.spa9014","spa9014","Teruel","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"869","tnrf.spa9014","spa9014","Tenerife","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"870","told.spa9014","spa9014","Toledo","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"871","trrg.spa9014","spa9014","Tarragona","Spain",9131,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"872","vitr.spa9014","spa9014","Vitoria","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"873","vlld.spa9014","spa9014","Valladolid","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"874","vlnc.spa9014","spa9014","Valencia","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"875","zamr.spa9014","spa9014","Zamora","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"876","zrgz.spa9014","spa9014","Zaragoza","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"878","basl.sui9513","sui9513","Basel","Switzerland",6940,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1995,2013,FALSE,TRUE,FALSE
"879","bern.sui9513","sui9513","Bern","Switzerland",6940,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1995,2013,FALSE,TRUE,FALSE
"880","genv.sui9513","sui9513","Geneve","Switzerland",6940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1995,2013,FALSE,TRUE,FALSE
"881","lsnn.sui9513","sui9513","Lausanne","Switzerland",6940,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1995,2013,FALSE,TRUE,FALSE
"882","lugn.sui9513","sui9513","Lugano","Switzerland",6940,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1995,2013,FALSE,TRUE,FALSE
"883","lzrn.sui9513","sui9513","Luzern","Switzerland",6940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1995,2013,FALSE,TRUE,FALSE
"884","stgl.sui9513","sui9513","St. Gallen","Switzerland",6940,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1995,2013,FALSE,TRUE,FALSE
"885","zrch.sui9513","sui9513","Zürich","Switzerland",6940,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1995,2013,FALSE,TRUE,FALSE
"887","stck.swe9010","swe9010","Stockholm","Sweden",7670,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1990,2010,FALSE,TRUE,TRUE
"895","aytt.tha9908","tha9908","Ayutthaya","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"896","bngk.tha9908","tha9908","Bangkok","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"898","chch.tha9908","tha9908","Chachoengsao","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"900","chnb.tha9908","tha9908","Chon Buri","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"901","chnm.tha9908","tha9908","Chiang Mai","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"905","khnk.tha9908","tha9908","Khon Kaen","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"911","lmpn.tha9908","tha9908","Lampang","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"917","nkhr.tha9908","tha9908","Nakhon Ratchasima","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"918","nkhs.tha9908","tha9908","Nakhon Sawan","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"923","nnth.tha9908","tha9908","Nonthaburi","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"933","ptht.tha9908","tha9908","Pathum Thani","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"936","rtch.tha9908","tha9908","Ratchaburi","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"937","ryng.tha9908","tha9908","Rayong","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"941","smtp.tha9908","tha9908","Samutprakan","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"942","smts.tha9908","tha9908","Samut Sakhon","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"943","sngk.tha9908","tha9908","Songkhla","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"945","srbr.tha9908","tha9908","Saraburi","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"946","srtt.tha9908","tha9908","Surat Thani","Thailand",3653,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1999,2008,FALSE,FALSE,FALSE
"954","yala.tha9908","tha9908","Yala","Thailand",3653,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1999,2008,FALSE,FALSE,FALSE
"959","khsn.twn9414","twn9414","Kaohsiung","Taiwan",7670,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2014,FALSE,TRUE,FALSE
"960","taip.twn9414","twn9414","Taipei","Taiwan",7670,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2014,FALSE,TRUE,FALSE
"961","tchn.twn9414","twn9414","Taichung","Taiwan",7670,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2014,FALSE,TRUE,FALSE
"1042","blckp.uk9016Poll","uk9016Poll","Blackpool","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1043","brah.uk9016Poll","uk9016Poll","Brighton and Hove","UK",9862,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1044","brdv.uk9016Poll","uk9016Poll","Barnsley/Dearne Valley","UK",9862,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1045","brkn.uk9016Poll","uk9016Poll","Birkenhead","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1046","brpl.uk9016Poll","uk9016Poll","Bournemouth/Poole","UK",9862,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1047","brst.uk9016Poll","uk9016Poll","Bristol","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1048","chst.uk9016Poll","uk9016Poll","Chesterfield","UK",9862,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1049","crdf.uk9016Poll","uk9016Poll","Cardiff","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1050","crwl.uk9016Poll","uk9016Poll","Crawley","UK",9862,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1051","cvnt.uk9016Poll","uk9016Poll","Coventry","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1052","estb.uk9016Poll","uk9016Poll","Eastbourne","UK",9862,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1053","knuh.uk9016Poll","uk9016Poll","Kingston upon Hull","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1054","lcst.uk9016Poll","uk9016Poll","Leicester","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1055","lndn.uk9016Poll","uk9016Poll","London","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1056","lvrp.uk9016Poll","uk9016Poll","Liverpool","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1057","mdwt.uk9016Poll","uk9016Poll","Medway Towns","UK",9862,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1058","mnch.uk9016Poll","uk9016Poll","Manchester","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1059","nrth.uk9016Poll","uk9016Poll","Northampton","UK",9862,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1060","nrwc.uk9016Poll","uk9016Poll","Norwich","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1061","nttn.uk9016Poll","uk9016Poll","Nottingham","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1062","nwpr.uk9016Poll","uk9016Poll","Newport","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1063","oxfr.uk9016Poll","uk9016Poll","Oxford","UK",9862,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1064","plym.uk9016Poll","uk9016Poll","Plymouth","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1065","prst.uk9016Poll","uk9016Poll","Preston","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1066","rdng.uk9016Poll","uk9016Poll","Reading","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1067","shff.uk9016Poll","uk9016Poll","Sheffield","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1068","sndr.uk9016Poll","uk9016Poll","Sunderland","UK",9862,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1069","sthh.uk9016Poll","uk9016Poll","South Hampshire","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1070","stse.uk9016Poll","uk9016Poll","Southend-on-Sea","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1071","sttr.uk9016Poll","uk9016Poll","Stoke-on-Trent","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1072","swns.uk9016Poll","uk9016Poll","Swansea","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1073","thnt.uk9016Poll","uk9016Poll","Thanet","UK",9862,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1074","tssd.uk9016Poll","uk9016Poll","Teesside","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1075","tyns.uk9016Poll","uk9016Poll","Tyneside","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1076","wign.uk9016Poll","uk9016Poll","Wigan","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1077","wrrn.uk9016Poll","uk9016Poll","Warrington","UK",9862,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1078","wstm.uk9016Poll","uk9016Poll","West Midlands","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1079","wsty.uk9016Poll","uk9016Poll","West Yorkshire","UK",9862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2016,FALSE,FALSE,FALSE
"1080","york.uk9016Poll","uk9016Poll","York","UK",9862,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1990,2016,FALSE,FALSE,FALSE
"1219","agst.usa7306","usa7306","augusta (GA)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1220","akrn.usa7306","usa7306","akron (OH)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1221","albn.usa7306","usa7306","albany (NY)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1222","albq.usa7306","usa7306","albuquerque (NM)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1223","alln.usa7306","usa7306","allentown (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1224","anch.usa7306","usa7306","anchorage (AK)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1225","anhm.usa7306","usa7306","anaheim (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1226","anna.usa7306","usa7306","ann arbor (MI)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1227","annn.usa7306","usa7306","annandale (VA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1228","astn.usa7306","usa7306","austin (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1229","atlc.usa7306","usa7306","atlantic city (NJ)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1230","atln.usa7306","usa7306","atlanta (GA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1231","atzc.usa7306","usa7306","aztec (NM)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1232","bath.usa7306","usa7306","bath (NY)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1233","bffl.usa7306","usa7306","buffalo (NY)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1234","bkrs.usa7306","usa7306","bakersfield (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1235","bldr.usa7306","usa7306","boulder (CO)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1236","bltm.usa7306","usa7306","baltimore (MD)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1237","bngr.usa7306","usa7306","bangor (ME)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1238","bois.usa7306","usa7306","boise city (ID)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1239","brgn.usa7306","usa7306","paterson (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1240","brln.usa7306","usa7306","burlington (VT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1241","brmn.usa7306","usa7306","birmingham (AL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1242","brns.usa7306","usa7306","barnstable (MA)","USA",12418,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1243","brwn.usa7306","usa7306","brownsville (TX)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1244","bstn.usa7306","usa7306","boston (MA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1245","btnr.usa7306","usa7306","baton rouge (LA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1246","cdrr.usa7306","usa7306","cedar rapids (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1247","chcg.usa7306","usa7306","chicago (IL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1248","chrl.usa7306","usa7306","charlotte (NC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1249","chsc.usa7306","usa7306","charleston (SC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1250","chtt.usa7306","usa7306","chattanooga (TN)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1251","chwv.usa7306","usa7306","charleston (WV)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1252","clmb.usa7306","usa7306","columbus (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1253","clrs.usa7306","usa7306","colorado springs (CO)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1254","clvl.usa7306","usa7306","cleveland (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1255","cncn.usa7306","usa7306","cincinnati (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1256","cntn.usa7306","usa7306","canton (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1257","colm.usa7306","usa7306","columbia (SC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1258","crls.usa7306","usa7306","carlisle (PA)","USA",12418,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1973,2006,FALSE,FALSE,FALSE
"1259","crpc.usa7306","usa7306","corpus christi (TX)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1260","davs.usa7306","usa7306","layton (UT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1261","dlls.usa7306","usa7306","dallas (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1262","dnvr.usa7306","usa7306","denver (CO)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1263","dodg.usa7306","usa7306","beaver dam (WI)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1264","dovr.usa7306","usa7306","dover (DE)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1265","drhm.usa7306","usa7306","durham (NC)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1266","dsmn.usa7306","usa7306","des moines (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1267","dtrt.usa7306","usa7306","detroit (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1268","dvnp.usa7306","usa7306","davenport (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1269","dytb.usa7306","usa7306","daytona beach (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1270","dytn.usa7306","usa7306","dayton (OH)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1271","elcn.usa7306","usa7306","el centro (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1272","elkh.usa7306","usa7306","elkhart (IN)","USA",12418,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1273","elps.usa7306","usa7306","el paso (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1274","elzb.usa7306","usa7306","elizabeth (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1275","erie.usa7306","usa7306","erie (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1276","essx.usa7306","usa7306","essex (MA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1277","eugn.usa7306","usa7306","eugene (OR)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1278","evns.usa7306","usa7306","evansville (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1279","evrt.usa7306","usa7306","everett (WA)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1280","farg.usa7306","usa7306","fargo (ND)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1281","flnt.usa7306","usa7306","flint (MI)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1282","frsn.usa7306","usa7306","fresno (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1283","ftld.usa7306","usa7306","fort lauderdale (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1284","ftmy.usa7306","usa7306","fort myers (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1285","ftpr.usa7306","usa7306","fort pierce (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1286","ftwr.usa7306","usa7306","fort worth (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1287","ftwy.usa7306","usa7306","fort wayne (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1288","fytv.usa7306","usa7306","fayetteville (NC)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1289","gary.usa7306","usa7306","gary (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1290","grnb.usa7306","usa7306","green bay (WI)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1291","grng.usa7306","usa7306","greensburg (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1292","grnh.usa7306","usa7306","grand haven (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1293","grnj.usa7306","usa7306","grand junction (CO)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1294","grnr.usa7306","usa7306","grand rapids (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1295","grns.usa7306","usa7306","greensboro (NC)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1296","grnv.usa7306","usa7306","greenville (SC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1297","gsns.usa7306","usa7306","gainesville (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1298","gtty.usa7306","usa7306","gettysburg (PA)","USA",12418,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1299","hcry.usa7306","usa7306","hickory (NC)","USA",12418,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1973,2006,FALSE,FALSE,FALSE
"1300","hlln.usa7306","usa7306","holland (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
